Year,Region,NMFS Name,Scientific Name,Pounds,Dollars
2017,Gulf,"RUNNER, RAINBOW ",ELAGATIS BIPINNULATA,NA,NA
2017,Gulf,"SANDFISH, BELTED ",SERRANUS SUBLIGARIUS,NA,NA
2017,Gulf,"SARDINE, SCALED ",HARENGULA JAGUANA,"306,865","70,255"
2017,Gulf,"SARDINE, SPANISH ",SARDINELLA AURITA,"807,258","142,448"
2017,Gulf,SARGASSUMFISH ,HISTRIO HISTRIO,78,396
2017,Gulf,"SCAD, BIGEYE ",SELAR CRUMENOPHTHALMUS,"114,520","26,926"
2017,Gulf,"SCAD, ROUND ",DECAPTERUS PUNCTATUS,"1,191,522","763,728"
2017,Gulf,SCADS **,DECAPTERUS ,NA,NA
2017,Gulf,"SCALLOP, LIONS-PAW ",NODIPECTEN NODOSUS,NA,NA
2017,Gulf,SCALLOPS **,PECTINIDAE,"1,025","3,222"
2017,Gulf,SCAMP ,MYCTEROPERCA PHENAX,"192,658","787,485"
2017,Gulf,SCHOOLMASTER ,LUTJANUS APODUS,531,"1,407"
2017,Gulf,"SCORPIONFISH, REEF ",SCORPAENODES CARIBBAEUS,979,896
2017,Gulf,"SCORPIONFISH, SPINYCHEEK ",NEOMERINTHE HEMINGWAYI,NA,NA
2017,Gulf,SCORPIONFISHES **,SCORPAENIDAE,"2,052","3,194"
2017,Gulf,"SEAHORSE, DWARF ",HIPPOCAMPUS ZOSTERAE,"12,918","33,285"
2017,Gulf,"SEAHORSE, LINED ",HIPPOCAMPUS ERECTUS,"2,712","14,438"
2017,Gulf,SEAHORSES **,HIPPOCAMPUS SPP.,785,"3,381"
2017,Gulf,SEAROBINS **,TRIGLIDAE,661,"2,856"
2017,Gulf,"SEATROUT, SAND ",CYNOSCION ARENARIUS,"13,594","13,310"
2017,Gulf,"SEATROUT, SILVER ",CYNOSCION NOTHUS,"1,911","3,311"
2017,Gulf,"SEATROUT, SPOTTED ",CYNOSCION NEBULOSUS,"63,365","266,222"
2017,Gulf,"SEAWEED, BRYOPSIDALES **",BRYOPSIDALES,"3,637","7,275"
2017,Gulf,"SEAWEED, CAULERPA **",CAULERPACEAE,"1,392","11,877"
2017,Gulf,"SEAWEED, HALIMEDA **",HALIMEDA,"2,389","2,266"
2017,Gulf,"SEAWEED, MERMAIDS SHAVING BRUSH **",PENICILLUS,"3,367","2,887"
2017,Gulf,"SENNET, NORTHERN",SPHYRAENA BOREALIS,NA,NA
2017,Gulf,"SHAD, GIZZARD ",DOROSOMA CEPEDIANUM,"1,159,435","579,787"
2017,Gulf,"SHAD, THREADFIN ",DOROSOMA PETENENSE,NA,NA
2017,Gulf,"SHARK, BLACKNOSE ",CARCHARHINUS ACRONOTUS,NA,NA
2017,Gulf,"SHARK, BLACKTIP",CARCHARHINUS LIMBATUS,"28,847","11,854"
2017,Gulf,"SHARK, BLUE",PRIONACE GLAUCA,NA,NA
2017,Gulf,"SHARK, BONNETHEAD",SPHYRNA TIBURO,NA,NA
2017,Gulf,"SHARK, BULL",CARCHARHINUS LEUCAS,"80,360","28,482"
2017,Gulf,"SHARK, DOGFISH, SMOOTH ",MUSTELUS CANIS,NA,NA
2017,Gulf,"SHARK, FINETOOTH",CARCHARHINUS ISODON,NA,NA
2017,Gulf,"SHARK, HAMMERHEAD, GREAT",SPHYRNA MOKARRAN,NA,NA
2017,Gulf,"SHARK, HAMMERHEAD, SCALLOPED",SPHYRNA LEWINI,"14,459",NA
2017,Gulf,"SHARK, LEMON",NEGAPRION BREVIROSTRIS,"30,073","8,977"
2017,Gulf,"SHARK, MAKO, LONGFIN ",ISURUS PAUCUS,NA,NA
2017,Gulf,"SHARK, MAKO, SHORTFIN",ISURUS OXYRINCHUS,"3,187","4,057"
2017,Gulf,"SHARK, NIGHT",CARCHARHINUS SIGNATUS,NA,NA
2017,Gulf,"SHARK, NURSE ",GINGLYMOSTOMA CIRRATUM,NA,NA
2017,Gulf,"SHARK, SANDBAR",CARCHARHINUS PLUMBEUS,"104,991","31,355"
2017,Gulf,"SHARK, SHARPNOSE, ATLANTIC",RHIZOPRIONODON TERRAENOVAE,"122,836","58,749"
2017,Gulf,"SHARK, SILKY",CARCHARHINUS FALCIFORMIS,NA,NA
2017,Gulf,"SHARK, SPINNER",CARCHARHINUS BREVIPINNA,"2,469",813
2017,Gulf,"SHARK, TIGER",GALEOCERDO CUVIER,"63,960","15,504"
2017,Gulf,SHARKS **,SQUALIFORMES,NA,"241,642"
2017,Gulf,"SHARKS, CHONDRICHTHYES (CLASS) **",CHONDRICHTHYES,NA,NA
2017,Gulf,"SHARKS, PELAGIC **",LAMNIFORMES,"12,749","219,396"
2017,Gulf,"SHARKS, SMALL COASTAL **",UNIDENTIFIED SURFACE FISH,NA,NA
2017,Gulf,SHARKSUCKER ,ECHENEIS NAUCRATES,57,184
2017,Gulf,SHEEPSHEAD ,ARCHOSARGUS PROBATOCEPHALUS,"977,391","653,448"
2017,Gulf,"SHRIMP, ATLANIC SEABOB ",XIPHOPENAEUS KROYERI,"587,427","228,781"
2017,Gulf,"SHRIMP, BANDED CORAL ",STENOPUS HISPIDUS,"2,756","2,912"
2017,Gulf,"SHRIMP, FARFANTEPENAEUS SPP **",FARFANTEPENAEUS,"1,021,955","4,198,931"
2017,Gulf,"SHRIMP, FW **",MACROBRACHIUM,NA,NA
2017,Gulf,"SHRIMP, GOLDEN CORAL ",STENOPUS,35,102
2017,Gulf,"SHRIMP, MARINE **",DENDROBRANCHIATA,"2,720,618","2,331,889"
2017,Gulf,"SHRIMP, NORTHERN BROWN ",FARFANTEPENAEUS AZTECUS,"89,388,229","162,432,854"
2017,Gulf,"SHRIMP, NORTHERN PINK ",FARFANTEPENAEUS DUORARUM,"17,821,742","41,325,810"
2017,Gulf,"SHRIMP, NORTHERN WHITE ",LITOPENAEUS SETIFERUS,"107,630,009","212,153,617"
2017,Gulf,"SHRIMP, PEDERSON CLEANER ",PERICLIMENES,362,"1,395"
2017,Gulf,"SHRIMP, PEPPERMINT ",LYSMATA WURDEMANNI,"1,313,920","356,036"
2017,Gulf,"SHRIMP, ROCK ",SICYONIA BREVIROSTRIS,"263,632","741,823"
2017,Gulf,"SHRIMP, ROUGHNECK **",TRACHYPENAEUS,NA,NA
2017,Gulf,"SHRIMP, ROYAL RED ",PLEOTICUS ROBUSTUS,"203,086","747,655"
2017,Gulf,"SHRIMP, SPOTTED CLEANER ",PERICLIMENES YUCATANICUS,217,866
2017,Gulf,"SHRIMPS, BAIT **",PENAEUS,"1,478,330","7,567,769"
2017,Gulf,"SHRIMPS, MANTIS **",STOMATOPODA,"2,628","12,694"
2017,Gulf,"SHRIMPS, PENAEOID **",PENAEOIDEA,"225,773","705,494"
2017,Gulf,"SHRIMPS, PISTOL OR SNAPPING **",ALPHEUS,861,"1,057"
2017,Gulf,"SHRIMPS, ROCK **",SICYONIA,"331,248","756,172"
2017,Gulf,"SLUG, LETTUCE ",ELYSIA CRISPATA,"4,988","2,786"
2017,Gulf,"SNAIL, ANGULAR TRITON ",CYMATIUM FEMORALE,NA,NA
2017,Gulf,"SNAIL, BRUISED NASSA ",NASSARIUS VIBEX,"104,234","10,702"
2017,Gulf,"SNAIL, CHESTNUT TURBAN ",TURBO CASTANEA,"80,044","11,195"
2017,Gulf,"SNAIL, FLAMINGO TONGUE ",CYPHOMA GIBBOSUM,78,65
2017,Gulf,"SNAIL, SHARK EYE ",NEVERITA DUPLICATA,NA,NA
2017,Gulf,"SNAIL, TRUE TULIP ",FASCIOLARIA TULIPA,584,913
2017,Gulf,SNAILS **,GASTROPODA,"38,230","32,525"
2017,Gulf,"SNAILS, CERITHIDEAN **",CERITHIDEA,"220,242","27,670"
2017,Gulf,"SNAILS, CONE **",CONUS,NA,NA
2017,Gulf,"SNAILS, FIG **",FICUS,NA,NA
2017,Gulf,"SNAILS, MARGINELLA **",MARGINELLIDAE,NA,NA
2017,Gulf,"SNAILS, MOON **",NATICIDAE,NA,NA
2017,Gulf,"SNAILS, MUREX **",MURICIDAE,"2,422","1,957"
2017,Gulf,"SNAILS, NASSA **",NASSARIUS,"66,312","6,684"
2017,Gulf,"SNAILS, NERITES **",NERITIDAE,"44,870","7,752"
2017,Gulf,"SNAILS, OLIVE **",OLIVIDAE,"1,363","1,294"
2017,Gulf,"SNAILS, TEGULA **",TEGULA,"1,412",555
2017,Gulf,"SNAILS, TOPSNAIL **",TROCHIDAE,"7,693",751
2017,Gulf,"SNAILS, TRITON **",RANELLIDAE,NA,NA
2017,Gulf,"SNAILS, TURBAN **",TURBINIDAE,"1,518,036","209,180"
2017,Gulf,"SNAKE, BLACK RAT",PANTHEROPHIS OBSOLETUS,NA,NA
2017,Gulf,"SNAKE, DIAMONDBACK WATER ",NERODIA RHOMBIFER,NA,NA
2017,Gulf,"SNAKE, GREEN WATER ",NERODIA CYCLOPION,NA,NA
2017,Gulf,"SNAKE, ROUGH GREEN ",OPHEODRYS AESTIVUS,9,"5,339"
2017,Gulf,"SNAKE, SOUTHERN WATER ",NERODIA FASCIATA,NA,NA
2017,Gulf,"SNAKE, WATER, PLAIN-BELLIED",NERODIA ERYTHROGASTER,NA,NA
2017,Gulf,"SNAKES, GARTER (RIBBON) **",THAMNOPHIS,9,"1,258"
2017,Gulf,"SNAPPER, BLACK ",APSILUS DENTATUS,"7,719","26,118"
2017,Gulf,"SNAPPER, BLACKFIN ",LUTJANUS BUCCANELLA,"4,596","12,147"
2017,Gulf,"SNAPPER, CARIBBEAN RED ",LUTJANUS PURPUREUS,329,"1,550"
2017,Gulf,"SNAPPER, CUBERA ",LUTJANUS CYANOPTERUS,"2,634","5,130"
2017,Gulf,"SNAPPER, DOG ",LUTJANUS JOCU,558,939
2017,Gulf,"SNAPPER, GLASSEYE ",HETEROPRIACANTHUS CRUENTATUS,NA,NA
2017,Gulf,"SNAPPER, GRAY ",LUTJANUS GRISEUS,"206,986","572,630"
2017,Gulf,"SNAPPER, LANE ",LUTJANUS SYNAGRIS,"46,506","116,950"
2017,Gulf,"SNAPPER, MAHOGANY ",LUTJANUS MAHOGONI,NA,NA
2017,Gulf,"SNAPPER, MUTTON ",LUTJANUS ANALIS,"170,460","497,674"
2017,Gulf,"SNAPPER, QUEEN ",ETELIS OCULATUS,"4,510","16,557"
2017,Gulf,"SNAPPER, RED ",LUTJANUS CAMPECHANUS,"6,902,513","28,374,242"
2017,Gulf,"SNAPPER, SILK ",LUTJANUS VIVANUS,"20,543","68,222"
2017,Gulf,"SNAPPER, VERMILION ",RHOMBOPLITES AURORUBENS,"1,636,742","4,497,334"
2017,Gulf,"SNAPPER, YELLOWTAIL ",OCYURUS CHRYSURUS,"2,780,261","8,292,266"
2017,Gulf,"SNAPPERS, LUTJANIDAE (FAMILY) **",LUTJANIDAE,"3,369","12,793"
2017,Gulf,"SOLDIERFISH, BLACKBAR ",MYRIPRISTIS JACOBUS,7,155
2017,Gulf,"SOLES, NAKED AND FRINGED **",GYMNACHIRUS ,NA,NA
2017,Gulf,SPADEFISH,EPHIPPIDAE ,"11,404","5,940"
2017,Gulf,"SPADEFISH, ATLANTIC ",CHAETODIPTERUS FABER,"4,937","4,800"
2017,Gulf,"SPONGE, GRASS ",SPONGIA GRAMINEA,"39,368","57,205"
2017,Gulf,"SPONGE, RED BALL ",HALICLONA COMPRESSA,"4,155","15,337"
2017,Gulf,"SPONGE, YELLOW ",SPONGIA BARBARA,"134,713","217,211"
2017,Gulf,SPONGES **,PORIFERA,"5,027","100,347"
2017,Gulf,"SPONGES, DEMOSPONGIAE **",DEMOSPONGIAE,"5,231","16,652"
2017,Gulf,"SPONGES, SHEEPSWOOL **",HIPPOSPONGIA,"89,406","269,429"
2017,Gulf,SPOT ,LEIOSTOMUS XANTHURUS,"16,401","5,603"
2017,Gulf,"SQUID, ATLANTIC BRIEF ",LOLLIGUNCULA BREVIS,585,"1,552"
2017,Gulf,SQUIDS **,TEUTHIDA,"29,069","21,439"
2017,Gulf,"SQUIDS, LOLIGINIDAE **",LOLIGINIDAE,"9,846","11,585"
2017,Gulf,"SQUIRRELFISH, REEF ",SARGOCENTRON CORUSCUM,121,"1,330"
2017,Gulf,SQUIRRELFISHES **,HOLOCENTRIDAE,537,897
2017,Gulf,"STAR, BASKET ",ASTROPHYTON MURICATUM,220,682
2017,Gulf,"STAR, BLACK BRITTLE ",OPHIOCOMA ECHINATA,"5,346","9,614"
2017,Gulf,"STAR, SCALY BRITTLE ",OPHIODERMA SQUAMOSISSIMUM,43,218
2017,Gulf,"STAR, SERPENT BRITTLE ",OPHIODERMA BREVISPINUM,"5,643","7,055"
2017,Gulf,"STAR, SPINY SEA ",ECHINASTER SENTUS,"1,513","10,925"
2017,Gulf,"STARGAZER, SOUTHERN ",ASTROSCOPUS Y-GRAECUM,NA,NA
2017,Gulf,STARGAZERS **,URANOSCOPIDAE,NA,NA
2017,Gulf,"STARS, BRITTLE **",OPHIUROIDEA,"1,275","2,263"
2017,Gulf,"STARS, FEATHER **",CRINOIDEA,NA,NA
2017,Gulf,"STARS, OTHER SEA **",ASTEROIDEA,"1,137","2,153"
2017,Gulf,"STINGRAY, SOUTHERN ",DASYATIS AMERICANA,NA,NA
2017,Gulf,"STINGRAY, YELLOW ",UROBATIS JAMAICENSIS,149,"2,118"
2017,Gulf,"STINGRAYS, DASYATIDAE (FAMILY) **",DASYATIDAE,"2,017","2,880"
2017,Gulf,SUCKERS **,CATOSTOMIDAE,NA,NA
2017,Gulf,SUNSHINEFISH ,CHROMIS INSOLATA,242,369
2017,Gulf,"SURGEON, OCEAN ",ACANTHURUS BAHIANUS,280,"1,341"
2017,Gulf,SURGEONFISHES **,ACANTHURIDAE,337,"2,939"
2017,Gulf,"SWEEPER, GLASSY ",PEMPHERIS,NA,NA
2017,Gulf,SWORDFISH,XIPHIAS GLADIUS,"352,305","976,088"
2017,Gulf,"TANG, BLUE ",ACANTHURUS COERULEUS,"2,896","24,008"
2017,Gulf,TILAPIAS **,TILAPIA,"106,921","66,512"
2017,Gulf,"TILEFISH, BLUELINE ",CAULOLATILUS MICROPS,"85,110","148,604"
2017,Gulf,"TILEFISH, GOLDEN ",LOPHOLATILUS CHAMAELEONTICEPS,"533,836","1,609,669"
2017,Gulf,"TILEFISH, GOLDFACE ",CAULOLATILUS CHRYSOPS,NA,NA
2017,Gulf,"TILEFISH, SAND ",MALACANTHUS PLUMIERI,161,590
2017,Gulf,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",BATRACHOIDIDAE,226,"1,129"
2017,Gulf,"TOADS, EUROPEAN SPADEFOOT **",PELODYTIDAE,3,43
2017,Gulf,TOBACCOFISH ,SERRANUS TABACARIUS,44,85
2017,Gulf,TOMTATE ,HAEMULON AUROLINEATUM,NA,NA
2017,Gulf,"TREEFROG, GRAY",DRYOPHYTES VERSICOLOR,NA,NA
2017,Gulf,"TREEFROG, GREEN",DRYOPHYTES CINEREUS,"2,557","20,610"
2017,Gulf,"TREEFROG, GREEN",RANIDAE ,"9,566","32,132"
2017,Gulf,"TRIGGERFISH, GRAY ",BALISTES CAPRISCUS,"66,264","129,790"
2017,Gulf,"TRIGGERFISH, OCEAN ",CANTHIDERMIS SUFFLAMEN,"1,728","2,961"
2017,Gulf,"TRIGGERFISH, QUEEN ",BALISTES VETULA,41,"1,192"
2017,Gulf,TRIGGERFISHES **,BALISTIDAE,NA,NA
2017,Gulf,TRIPLETAIL ,LOBOTES SURINAMENSIS,"9,040","32,348"
2017,Gulf,TRUMPETFISH ,AULOSTOMUS MACULATUS,69,"3,623"
2017,Gulf,"TRUNKFISH, SPOTTED ",LACTOPHRYS BICAUDALIS,NA,NA
2017,Gulf,"TRUNKFISHES, THREE-ANGLED **",LACTOPHRYS SPP.,NA,NA
2017,Gulf,"TUNA, ALBACORE",THUNNUS ALALUNGA,"35,357","28,779"
2017,Gulf,"TUNA, BIGEYE",THUNNUS OBESUS,"18,410","92,310"
2017,Gulf,"TUNA, BLACKFIN ",THUNNUS ATLANTICUS,"22,093","32,858"
2017,Gulf,"TUNA, BLUEFIN",THUNNUS THYNNUS,"12,558","51,127"
2017,Gulf,"TUNA, LITTLE TUNNY ",EUTHYNNUS ALLETTERATUS,"108,981","55,440"
2017,Gulf,"TUNA, SKIPJACK",KATSUWONUS PELAMIS,449,188
2017,Gulf,"TUNA, YELLOWFIN",THUNNUS ALBACARES,"1,311,629","4,892,570"
2017,Gulf,"TUNICATES, SEA SQUIRTS **",ASCIDIACEA,129,126
2017,Gulf,"TURTLE, COMMON MUSK ",STERNOTHERUS ODORATUS,NA,NA
2017,Gulf,"TURTLE, MISSISSIPPI MAP **",GRAPTEMYS PSEUDOGEOGRAPHICA KOHNII,NA,NA
2017,Gulf,"TURTLE, PAINTED ",CHRYSEMYS PICTA,NA,NA
2017,Gulf,"TURTLE, RAZOR-BACKED MUSK ",STERNOTHERUS CARINATUS,NA,NA
2017,Gulf,"TURTLES, MUD **",KINOSTERNON,NA,NA
2017,Gulf,"TURTLES, NORTH AMERICAN SOFTSHELL **",APALONE,536,"5,217"
2017,Gulf,"TURTLES, SNAPPING ",CHELYDRA SERPENTINA,654,"12,965"
2017,Gulf,ULOTRICHALES **,ULOTRICHALES,"1,817","33,990"
2017,Gulf,UNIDENTIFIED SPECIES ,OTHER,"332,708","181,308"
2017,Gulf,"URCHIN, GREEN SEA, (L. VARIEGATUS) ",LYTECHINUS VARIEGATUS,"29,618","56,996"
2017,Gulf,"URCHIN, PURPLE-SPINED SEA ",ARBACIA,"3,656","25,854"
2017,Gulf,"URCHIN, ROCK BORING ",ECHINOMETRA LUCUNTER,"3,452","2,758"
2017,Gulf,"URCHIN, SLATE PENCIL ",EUCIDARIS TRIBULOIDES,"4,305","3,757"
2017,Gulf,"URCHINS, SEA, ECHINOIDEA (CLASS) **",ECHINOIDEA,"3,353","15,499"
2017,Gulf,"VERTEBRATES, JAWED",GNATHOSTOMATA ,"2,736,009","638,479"
2017,Gulf,WAHOO ,ACANTHOCYBIUM SOLANDRI,"55,827","115,595"
2017,Gulf,WEAKFISH ,CYNOSCION REGALIS,NA,NA
2017,Gulf,WENCHMAN ,PRISTIPOMOIDES AQUILONARIS,"11,296","5,195"
2017,Gulf,"WHELK, KNOBBED ",BUSYCON CARICA,NA,NA
2017,Gulf,"WHELK, LIGHTNING ",BUSYCON SINISTRUM,"24,941","9,822"
2017,Gulf,"WRASSE, BLACKEAR ",HALICHOERES POEYI,NA,NA
2017,Gulf,"WRASSE, CLOWN ",HALICHOERES MACULIPINNA,281,671
2017,Gulf,"WRASSE, CREOLE ",CLEPTICUS PARRAE,232,"2,663"
2017,Gulf,"WRASSE, OTHER **",LABRIDAE,651,"2,484"
2017,Gulf,"WRASSE, YELLOWHEAD ",HALICHOERES GARNOTI,171,390
2017,Gulf,WRECKFISH ,POLYPRION AMERICANUS,NA,NA
2016,Gulf,"AMBERJACK, GREATER ",SERIOLA DUMERILI,"743,392","1,175,288"
2016,Gulf,"AMBERJACK, LESSER ",SERIOLA FASCIATA,"4,963","6,634"
2016,Gulf,ANCHOVIES **,ENGRAULIDAE,NA,NA
2016,Gulf,"ANEMONE, OTHER **",ACTINIIDAE,"15,484","34,815"
2016,Gulf,"ANEMONE, RINGED ",BARTHOLOMEA ANNULATA,132,138
2016,Gulf,"ANEMONE, SPECKLED ",PHYMANTHUS CRUCIFER,"22,835","78,043"
2016,Gulf,"ANEMONE, SUN ",STICHODACTYLA HELIANTHUS,502,261
2016,Gulf,"ANEMONE, SUN ZOANTHID **",PALYTHOA,"2,101","3,729"
2016,Gulf,"ANGELFISH, BLUE ",HOLOCANTHUS BERMUDENSIS,"3,057","49,302"
2016,Gulf,"ANGELFISH, FRENCH ",POMACANTHUS PARU,579,"14,809"
2016,Gulf,"ANGELFISH, GRAY ",POMACANTHUS ARCUATUS,"2,798","39,203"
2016,Gulf,"ANGELFISH, QUEEN ",HOLACANTHUS CILIARIS,"3,816","77,325"
2016,Gulf,ANIMALIA **,ANIMALIA,"1,641","16,668"
2016,Gulf,BALLOONFISH ,DIODON HOLOCANTHUS,203,"1,256"
2016,Gulf,BALLYHOO ,HEMIRAMPHUS BRASILIENSIS,"4,039","22,715"
2016,Gulf,BALLYHOOS **,HEMIRAMPHUS,"954,448","847,973"
2016,Gulf,"BARBIER, RED ",HEMANTHIAS VIVANUS,NA,NA
2016,Gulf,"BARRACUDA, GREAT ",SPHYRAENA BARRACUDA,"13,585","16,124"
2016,Gulf,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **",SPHYRAENIDAE,"8,302","13,608"
2016,Gulf,BARRELFISH ,HYPEROGLYPHE PERCIFORMIS,"12,583","39,682"
2016,Gulf,"BASS, BLACK SEA ",CENTROPRISTIS STRIATA,"162,182","182,615"
2016,Gulf,"BASS, CAVE ",LIOPROPOMA MOWBRAYI,NA,NA
2016,Gulf,"BASS, CHALK ",SERRANUS TORTUGARUM,82,248
2016,Gulf,"BASS, HARLEQUIN ",SERRANUS TIGRINUS,254,723
2016,Gulf,"BASS, LANTERN ",SERRANUS BALDWINI,101,274
2016,Gulf,"BASS, LONGTAIL ",HEMANTHIAS LEPTUS,144,144
2016,Gulf,"BASS, PEPPERMINT ",LIOPROPOMA RUBRE,NA,NA
2016,Gulf,"BASS, ROCK SEA ",CENTROPRISTIS PHILADELPHICA,"14,660","15,433"
2016,Gulf,"BASS, WRASSE ",LIOPROPOMA,NA,NA
2016,Gulf,"BASSES, MIXED SEA **",CENTROPRISTIS,963,"1,163"
2016,Gulf,"BATFISH, OTHER **",HALIEUTICHTHYS,123,357
2016,Gulf,BEAUGREGORY ,STEGASTES,158,349
2016,Gulf,"BEAUTY, ROCK ",HOLACANTHUS TRICOLOR,"2,904","20,890"
2016,Gulf,BIGEYE ,PRIACANTHUS ARENATUS,NA,NA
2016,Gulf,BIGEYES **,PRIACANTHIDAE,201,602
2016,Gulf,"BISCUIT, INFLATED SEA ",CLYPEASTER PROSTRATUS,NA,NA
2016,Gulf,"BISCUITS, SEA **",CLYPEASTER,248,"1,551"
2016,Gulf,"BLENNY, BANDED ",PARACLINUS FASCIATUS,NA,NA
2016,Gulf,"BLENNY, BARRED ",HYPLEUROCHILUS BERMUDENSIS,5,30
2016,Gulf,"BLENNY, FLORIDA ",CHASMODES SABURRAE,241,626
2016,Gulf,"BLENNY, GLASS ",EMBLEMARIOPSIS DIAPHANUS,NA,NA
2016,Gulf,"BLENNY, HAIRY ",LABRISOMUS NUCHIPINNIS,12,27
2016,Gulf,"BLENNY, MARBLED ",PARACLINUS MARMORATUS,119,210
2016,Gulf,"BLENNY, OTHER **",BLENNIIDAE,923,"2,810"
2016,Gulf,"BLENNY, REDLIP ",OPHIOBLENNIUS ATLANTICUS,52,177
2016,Gulf,"BLENNY, SADDLED ",MALACOCTENUS TRIANGULATUS,68,156
2016,Gulf,"BLENNY, SAILFIN ",EMBLEMARIA PANDIONIS,262,922
2016,Gulf,"BLENNY, WRASSE ",HEMIEMBLEMARIA SIMULUS,NA,NA
2016,Gulf,BLUEFISH ,POMATOMUS SALTATRIX,"277,651","105,655"
2016,Gulf,BLUEHEAD ,THALASSOMA BIFASCIATUM,"1,645","4,224"
2016,Gulf,"BONITO, ATLANTIC ",SARDA SARDA,NA,NA
2016,Gulf,BOWFIN ,AMIA CALVA,"287,466","319,631"
2016,Gulf,BOXFISHES **,OSTRACIIDAE,537,415
2016,Gulf,"BREAM, RED ",BERYX DECADACTYLUS,NA,NA
2016,Gulf,"BROTULA, BEARDED ",BROTULA BARBATA,NA,NA
2016,Gulf,"BROTULA, KEY ",OGILBIA,NA,NA
2016,Gulf,BRYOZOA,BRYOZOA ,NA,NA
2016,Gulf,BUFFALOFISHES **,ICTIOBUS,"3,016,055","951,472"
2016,Gulf,BULLHEADS **,AMEIURUS,"26,320","4,519"
2016,Gulf,"BUMPER, ATLANTIC ",CHLOROSCOMBRUS CHRYSURUS,NA,NA
2016,Gulf,"BURRFISH, STRIPED ",CHILOMYCTERUS SCHOEPFII,"3,560","3,460"
2016,Gulf,BURRFISHES,CHILOMYCTERUS SPP.,NA,NA
2016,Gulf,BUTTERFISH ,PEPRILUS TRIACANTHUS,"19,839","14,091"
2016,Gulf,"BUTTERFISH, GULF ",PEPRILUS BURTI,"577,592","204,520"
2016,Gulf,"BUTTERFLYFISH, BANDED ",CHAETODON STRIATUS,262,"1,061"
2016,Gulf,"BUTTERFLYFISH, BANK ",PROGNATHODES AYA,NA,NA
2016,Gulf,"BUTTERFLYFISH, FOUREYE ",CHAETODON CAPISTRATUS,780,"2,364"
2016,Gulf,"BUTTERFLYFISH, LONGSNOUT ",PROGNATHODES ACULEATUS,NA,NA
2016,Gulf,"BUTTERFLYFISH, REEF ",CHAETODON SEDENTARIUS,583,"1,581"
2016,Gulf,"BUTTERFLYFISH, SPOTFIN ",CHAETODON OCELLATUS,257,"1,001"
2016,Gulf,"CARDINALFISH, TWOSPOT ",APOGON PSEUDOMACULATUS,NA,NA
2016,Gulf,CARDINALFISHES **,APOGONIDAE,149,261
2016,Gulf,"CARP, BIGHEAD ",HYPOPHTHALMICHTHYS NOBILIS,"302,728","31,231"
2016,Gulf,"CARP, COMMON ",CYPRINUS CARPIO,"110,522","11,301"
2016,Gulf,"CARP, GRASS ",CTENOPHARYNGODON IDELLA,"136,551","27,466"
2016,Gulf,"CARP, SILVER ",HYPOPHTHALMICHTHYS MOLITRIX,"56,819","9,372"
2016,Gulf,"CASSIOPEA, JAMAICAN ",CASSIOPEA XANTHOCHANA,"1,800","3,560"
2016,Gulf,"CATFISH, BLUE ",ICTALURUS FURCATUS,"3,651,025","2,016,603"
2016,Gulf,"CATFISH, CHANNEL ",ICTALURUS PUNCTATUS,"1,095,987","766,433"
2016,Gulf,"CATFISH, FLATHEAD ",PYLODICTIS OLIVARIS,"212,079","116,718"
2016,Gulf,"CATFISH, GAFFTOPSAIL ",BAGRE MARINUS,"6,507","12,294"
2016,Gulf,"CATFISHES, FORKTAIL **",ICTALURUS,NA,NA
2016,Gulf,"CATFISHES, SEA **",ARIIDAE,"30,603","10,215"
2016,Gulf,CERO ,SCOMBEROMORUS REGALIS,"4,408","6,141"
2016,Gulf,CHERUBFISH ,CENTROPYGE,NA,NA
2016,Gulf,CHITONS **,POLYPLACOPHORA,234,915
2016,Gulf,"CHROMIS, BLUE ",CHROMIS CYANEA,"4,935","15,645"
2016,Gulf,"CHROMIS, BROWN ",CHROMIS MULTILINEATA,207,362
2016,Gulf,"CHUB, BERMUDA ",KYPHOSUS SECTATOR,NA,NA
2016,Gulf,"CLAM, ANGELWING ",CYRTOPLEURA COSTATA,NA,NA
2016,Gulf,"CLAM, BOX, JEWEL **",CHAMIDAE,NA,NA
2016,Gulf,"CLAM, FILE, ROUGH **",LOXORHYNCHUS,"8,935","6,732"
2016,Gulf,"CLAM, FILE, SPINY ",LIMA LIMA,373,"1,238"
2016,Gulf,"CLAM, QUAHOG, SOUTHERN ",MERCENARIA CAMPECHIENSIS,"7,430","58,135"
2016,Gulf,"CLAM, VENUS, SUNRAY ",MACROCALLISTA NIMBOSA,NA,NA
2016,Gulf,CLAMS **,BIVALVIA,200,"6,074"
2016,Gulf,"CLAMS, PENSHELL **",PINNIDAE,NA,NA
2016,Gulf,CLINGFISHES **,GOBIESOCIDAE,102,201
2016,Gulf,COBIA ,RACHYCENTRON CANADUM,"81,248","302,028"
2016,Gulf,CODFISHES **,GADIDAE,NA,NA
2016,Gulf,"CONCH, CROWN ",MELONGENA CORONA,"1,846","1,720"
2016,Gulf,"CONCH, FLORIDA FIGHTING ",STROMBUS ALATUS,"4,088","6,988"
2016,Gulf,"CONCH, HAWKWING ",STROMBUS RANINUS,73,220
